PLAYER NAME,AVG_APPROACH_BIRDIE_OR_BETTER,AVG_APPROACH_BOGEY_OR_WORSE,AVG_APPROACH_PAR,AVG_APPROACH_SHOT_DISTANCE,FAIRWAY_APPROACH_RTP,GIR_PCT_FAIRWAY_BUNKER,GIR_PCT_FAIRWAY,GIR_PCT_OTHER,GIR_PCT_OVERALL,GIR_PCT_100-125,GIR_PCT_OVER_100,GIR_PCT_125-150,GIR_PCT_150-175,GIR_PCT_175-200,GIR_PCT_OVER_200,GIR_PCT_75-100,GIR_PCT_UNDER_100,GIR_PCT_UNDER_125,GIR_PCT_UNDER_75,GREEN_PCT_SAND_SAVES,GREEN_PCT_SCRAMBLE,GREEN_PCT_SCRAMBLE_FRINGE,GREEN_PCT_SCRAMBLE_ROUGH,GREEN_PCT_SCRAMBLE_SAND,FINISHES_FEDEXCUP_BONUS,FINISHES_OFFICIAL_MONEY,FINISHES_TOP10,FINISHES_OFFICIAL_UNOFFICIAL_MONEY,TEE_AVG_APEX,TEE_AVG_BALL_SPEED,TEE_BALL_STRIKING,TEE_AVG_CARRY,TEE_LONGEST_CARRY_DISTANCE,TEE_AVG_CARRY_EFF,TEE_AVG_CLUB_HEAD_SPEED,TEE_AVG_DISTANCE_FROM_CENTER_FR,TEE_DRIVING_ACCURACY_PCT,TEE_AVG_DRIVING_DISTANCE,TEE_AVG_FAIRWAY_BUNKER_TENDENCY_PCT,TEE_AVG_FIR_PCT,TEE_AVG_LAUNCH_ANGLE,TEE_AVG_LEFT_ROUGH_TENDENCY_PCT,TEE_LONGEST_DRIVES,TEE_AVG_RIGHT_ROUGH_TENDENCY_PCT,TEE_AVG_SMASH_FACTOR,TEE_AVG_SPIN_RATE,PUTTING_AVG_ONE_PUTTS,PUTTING_AVG_TWO_PUTTS,PUTTING_AVG_THREE_PUTTS,PUTTING_APPROACH_PERFORMANCE,PUTTING_AVG_DIST_BIRDIE,PUTTING_AVG_DIST_EAGLE,PUTTING_AVG_DIST_MADE,PUTTING_PCT_BIRDIE_OR_BETTER,PUTTING_AVG_OVERALL,PUTTING_AVG_PUTTS,SCORING_AVG_BIRDIES,SCORING_PCT_BIRDIE_OR_BETTER,SCORING_BIRDIE_BOGEY_RATIO,SCORING_BOGEY_AVERAGE,SCORING_EAGLES_PER_HOLE,SCORING_PAR3_AVERAGE,SCORING_PAR4_AVERAGE,SCORING_PAR5_AVERAGE,SCORING_ROUNDS_IN_60S,SCORING_AVG_OVERALL,SCORING_TOTAL_BIRDIES,SCORING_TOTAL_EAGLES,STREAKS_CUTS_MADE,STREAKS_FIRS_MADE,STREAKS_GIRS_MADE,STREAKS_HOLES_UNDER_PAR
Kevin Na,174.4,170.0,164.6,167.5,-0.12300000000000001,42.9,76.08,43.24,63.22,73.77,59.15,70.43,62.74,54.29,37.36,78.26,84.27,80.0,86.36,55.56,65.96,95.0,61.22,59.05,420000.0,"$2,794,402",4.0,"$2,794,402","96' 10""",166.27,325.0,271.3,321.0,2.392,113.41,"24' 6""",62.74,286.9,5.1,63.23,9.79,13.83,374.0,14.56,1.4669999999999999,2774.4,8.03,9.31,0.04,"2' 3""","10' 5""","34' 9""","79' 4""",32.59,1.56,28.08,3.8,21.44,1.48,2.32,4.0,3.0,4.0,4.68,30.0,70.43,270.0,4.0,3.0,3.0,3.0,5.0
Kyle Stanley,174.5,168.4,165.0,167.5,-0.10800000000000001,44.4,81.29,56.34,72.54,84.85,69.49,84.06,73.53,55.26,46.67,81.48,90.43,87.85,93.18,48.0,58.78,77.42,52.05,51.85,70000.0,"$490,359",1.0,"$490,359","85' 9""",163.74,79.0,265.6,309.4,2.434,109.15,"22' 9""",71.29,285.1,6.0,69.88,9.97,7.49,358.0,14.14,1.5,2558.9,6.47,10.72,,"2' 3""","9' 1""","2' 10""","69' 4""",28.76,1.6540000000000001,29.77,3.83,21.49,1.5,2.34,2.0,3.05,3.98,4.68,17.0,71.008,203.0,2.0,,0.0,0.0,5.0
Alex Noren,174.8,170.7,163.8,167.2,-0.092,50.0,74.73,56.1,64.78,67.9,59.16,67.94,66.46,55.95,34.0,81.08,88.96,81.7,91.45,58.59,63.66,94.12,59.65,58.23,159000.0,"$1,274,003",4.0,"$1,274,003","112' 0""",174.72,318.0,285.3,321.1,2.42,117.89,"25' 1""",58.11,296.0,4.8,57.9,9.67,9.52,358.0,23.23,1.479,2981.2,7.3,9.95,,"2' 1""","9' 3""","17' 10""","69' 8""",31.69,1.5730000000000002,28.32,3.88,22.32,1.51,2.48,8.0,3.04,3.99,4.54,34.0,70.127,217.0,8.0,5.0,2.0,3.0,4.0
Keegan Bradley,174.8,163.9,163.9,166.0,-0.091,50.8,78.62,51.05,66.42,72.73,60.65,66.35,62.55,52.87,48.33,78.43,88.52,82.98,92.42,51.28,55.72,84.44,49.58,54.12,105000.0,"$824,471",,"$824,471","126' 10""",171.74,177.0,290.4,324.6,2.5380000000000003,114.4,"22' 6""",59.7,301.0,7.5,60.68,12.62,13.91,373.0,15.04,1.501,2312.3,6.5,10.66,,"2' 1""","8' 9""","24' 11""","65' 7""",27.65,1.6340000000000001,29.41,3.47,19.85,1.14,3.01,7.0,3.0,4.06,4.64,28.0,70.861,236.0,7.0,,5.0,2.0,4.0
Bud Cauley,174.8,169.0,164.2,166.8,-0.10800000000000001,47.0,78.37,50.57,65.57,78.07,61.46,74.12,62.4,53.97,42.28,90.2,85.47,82.52,83.47,66.99,64.29,80.77,61.27,67.47,110000.0,"$1,042,100",2.0,"$1,042,100","104' 3""",166.93,314.0,273.7,322.1,2.46,111.25,"24' 0""",59.02,290.5,8.2,58.31,11.71,13.65,361.0,16.38,1.504,2668.4,7.13,10.3,,"1' 11""","9' 5""","36' 1""","67' 2""",27.62,1.595,28.7,3.34,19.03,1.39,2.26,5.0,3.01,4.02,4.63,24.0,70.308,204.0,5.0,,3.0,3.0,4.0
Corey Conners,174.8,159.6,165.0,166.2,-0.10099999999999999,50.0,82.59,53.67,71.55,79.02,66.67,71.51,70.45,59.55,48.44,84.75,87.39,84.18,88.3,44.44,56.2,89.74,50.47,47.06,158000.0,"$1,498,121",1.0,"$1,595,621","105' 10""",174.09,14.0,283.6,332.7,2.457,115.43,"24' 1""",67.08,298.7,6.0,67.66,9.77,9.44,380.0,14.84,1.508,3088.7,6.2,11.03,0.03,"2' 2""","8' 9""","11' 8""","66' 4""",28.5,1.6680000000000001,30.03,3.73,21.32,1.39,2.5,8.0,3.08,4.0,4.58,31.0,70.43,276.0,8.0,2.0,3.0,0.0,5.0
Branden Grace,175.0,160.6,163.7,165.7,-0.12,67.9,79.0,56.69,68.43,75.32,65.68,77.48,62.39,64.42,41.27,74.07,80.7,78.53,82.76,53.13,59.66,85.71,59.74,52.38,,"$354,443",1.0,"$354,443","82' 2""",170.73,227.0,272.6,346.8,2.385,114.32,"24' 10""",55.67,297.3,6.1,52.4,8.18,13.76,369.0,24.02,1.493,2708.2,6.95,10.32,,"2' 1""","9' 5""",,"67' 7""",29.11,1.6340000000000001,29.41,3.61,20.19,1.34,2.51,1.0,3.03,3.99,4.74,14.0,71.108,148.0,1.0,,0.0,0.0,3.0
Adam Hadwin,175.1,161.2,163.3,165.6,-0.129,46.8,79.62,48.29,68.29,76.69,66.83,71.25,72.17,55.91,56.19,87.5,89.57,83.78,90.43,65.05,58.49,80.0,55.04,60.32,157000.0,"$1,710,808",3.0,"$1,710,808","110' 11""",168.1,122.0,280.8,322.4,2.51,111.91,"22' 9""",64.53,294.0,6.3,64.49,10.99,12.23,365.0,14.76,1.5,2811.7,7.0,10.37,0.02,"2' 2""","9' 5""","12' 0""","71' 5""",29.15,1.6059999999999999,28.91,3.65,21.03,1.38,2.46,9.0,3.03,4.0,4.67,31.0,70.61,237.0,9.0,,0.0,0.0,4.0
Brandon Hagy,175.1,148.5,159.8,161.2,-0.09300000000000001,36.4,78.35,57.14,67.63,74.49,64.14,67.62,68.14,59.6,45.21,66.67,80.95,78.37,87.25,58.21,57.09,74.19,55.56,63.64,,"$341,322",,"$341,322","99' 8""",187.08,176.0,299.3,342.3,2.388,125.31,"24' 9""",51.01,312.8,4.4,49.09,8.32,21.13,400.0,18.11,1.492,2581.0,6.83,10.15,,"2' 6""","9' 0""","10' 9""","74' 0""",30.77,1.6159999999999999,29.09,3.87,22.34,1.31,2.74,7.0,3.01,4.04,4.61,20.0,71.3,178.0,7.0,,0.0,0.0,4.0
Peter Uihlein,175.1,158.5,158.2,162.0,-0.17600000000000002,61.3,82.46,55.7,67.96,77.78,65.13,74.53,68.14,52.08,51.25,86.21,87.5,83.42,87.95,57.69,56.45,90.48,50.0,55.26,,"$301,846",,"$301,846","87' 7""",181.03,236.0,289.0,317.4,2.387,121.07,"24' 0""",47.42,301.8,6.9,47.35,5.96,21.68,365.0,17.04,1.49,2994.6,6.67,10.65,,"2' 0""","9' 3""","7' 4""","73' 11""",31.43,1.62,29.16,4.0,22.61,1.48,2.44,3.0,3.03,4.02,4.61,17.0,71.235,172.0,3.0,3.0,0.0,0.0,4.0
Tyler Duncan,175.2,163.9,163.4,166.0,-0.105,29.6,77.52,44.44,67.54,71.01,63.27,70.39,67.17,60.93,42.6,79.69,84.16,78.17,86.23,42.98,58.56,87.5,55.38,46.74,173000.0,"$1,799,855",1.0,"$1,799,855","94' 10""",163.84,156.0,269.0,313.6,2.458,109.42,"23' 4""",69.87,286.3,5.5,69.28,10.86,9.56,387.0,13.22,1.5,2560.6,7.01,10.29,,"2' 2""","9' 7""","11' 7""","70' 6""",29.72,1.617,29.11,3.7,21.02,1.34,2.53,7.0,3.0,4.03,4.64,34.0,70.84,307.0,7.0,3.0,2.0,3.0,4.0
Joseph Bramlett,175.4,161.0,159.6,163.0,-0.081,65.9,82.59,57.28,70.02,82.14,65.48,75.89,65.58,55.2,50.57,69.23,86.05,84.51,93.33,48.1,53.15,92.0,54.64,43.55,70000.0,"$495,690",1.0,"$495,690","104' 8""",171.94,158.0,282.8,311.5,2.478,114.12,"24' 1""",57.35,299.3,7.6,57.49,10.65,16.08,396.0,16.08,1.507,2640.8,6.51,10.62,,"2' 5""","10' 0""","29' 2""","75' 7""",29.19,1.665,29.96,3.62,20.75,1.19,2.81,6.0,3.09,4.04,4.62,18.0,71.367,192.0,6.0,,1.0,0.0,3.0
Sepp Straka,175.4,164.9,161.1,164.7,-0.11900000000000001,58.8,78.31,51.79,66.98,77.87,63.76,66.67,64.9,58.48,49.59,87.69,85.22,82.67,84.24,51.79,59.38,93.62,57.14,57.32,110000.0,"$1,140,441",3.0,"$1,140,441","104' 5""",171.14,127.0,287.7,320.3,2.5340000000000003,113.52,"22' 10""",60.2,302.7,5.9,60.44,11.71,11.83,411.0,16.59,1.507,2128.1,6.84,10.46,,"2' 3""","9' 2""","10' 7""","73' 4""",29.81,1.621,29.17,3.7,21.03,1.35,2.33,6.0,3.04,4.03,4.68,25.0,71.102,259.0,6.0,,0.0,1.0,4.0
Kevin Streelman,175.5,172.2,161.1,166.0,-0.092,50.0,78.36,54.18,67.66,79.05,65.4,75.0,61.23,61.9,50.72,78.43,82.29,80.8,83.87,52.94,55.76,90.7,52.24,54.22,195000.0,"$2,520,845",4.0,"$2,520,845","109' 5""",168.16,128.0,279.0,321.0,2.472,112.85,"22' 0""",65.88,293.9,6.5,65.66,11.18,14.09,377.0,11.07,1.4909999999999999,2658.5,6.88,10.4,0.01,"2' 2""","9' 0""","12' 6""","69' 2""",30.81,1.625,29.25,3.82,21.84,1.31,2.67,8.0,3.18,4.01,4.53,29.0,70.738,279.0,8.0,7.0,2.0,2.0,3.0
Daniel Berger,175.6,163.1,168.3,169.5,-0.158,52.6,76.1,55.9,66.93,72.48,61.48,67.91,65.37,54.5,46.72,79.41,88.83,82.64,91.03,59.81,67.45,92.59,70.55,58.9,582500.0,"$4,439,420",7.0,"$4,439,420","88' 1""",173.78,112.0,276.4,326.1,2.39,115.68,"22' 2""",63.86,300.2,4.9,65.04,8.81,8.48,377.0,18.12,1.504,2595.2,7.89,9.31,0.03,"2' 4""","8' 9""","10' 8""","75' 7""",35.24,1.5630000000000002,28.14,4.38,24.74,1.88,2.17,5.0,3.01,3.95,4.49,43.0,69.237,280.0,5.0,5.0,1.0,0.0,4.0
Cameron Davis,175.8,165.9,160.3,165.0,-0.152,41.7,82.18,53.59,69.25,71.13,64.86,68.21,70.81,59.32,50.51,80.85,87.7,82.04,90.0,56.99,61.06,90.91,54.47,62.3,110000.0,"$857,225",2.0,"$857,225","123' 2""",178.24,75.0,298.2,337.0,2.52,118.35,"25' 3""",58.82,308.0,5.7,59.81,10.81,11.77,378.0,18.21,1.506,2674.6,7.09,9.72,,"2' 7""","9' 3""","26' 0""","79' 3""",32.55,1.618,29.12,4.14,24.04,1.52,2.5,11.0,3.04,4.0,4.55,29.0,70.639,240.0,11.0,4.0,3.0,4.0,4.0
Adam Schenk,175.8,162.8,160.8,164.5,-0.14400000000000002,46.2,77.88,54.24,69.07,69.72,64.65,68.89,66.52,59.46,55.56,83.87,86.54,80.76,87.67,49.07,65.29,95.24,62.1,58.57,101000.0,"$678,928",,"$678,928","91' 1""",177.69,53.0,284.4,319.1,2.3680000000000003,120.09,"24' 11""",62.27,302.0,5.1,62.88,7.05,14.12,358.0,13.86,1.48,2871.4,7.22,9.91,,"2' 5""","8' 8""","13' 2""","71' 2""",30.24,1.61,28.97,3.82,21.85,1.58,2.3,8.0,3.03,3.99,4.59,35.0,70.732,283.0,8.0,6.0,3.0,2.0,4.0
Sam Ryder,175.9,163.7,163.5,166.4,-0.092,52.2,78.83,51.05,66.35,75.93,61.73,71.43,64.05,50.94,44.74,82.81,85.99,82.54,87.41,42.39,60.85,91.43,57.72,45.45,101000.0,"$690,246",2.0,"$690,246","101' 9""",172.19,183.0,281.7,312.3,2.401,117.34,"24' 2""",61.22,297.7,5.9,62.14,8.65,12.27,368.0,15.76,1.4680000000000002,2788.2,7.13,10.06,,"2' 5""","9' 1""","9' 2""","72' 10""",31.5,1.599,28.79,3.93,22.14,1.42,2.47,4.0,3.01,4.01,4.68,27.0,71.09100000000001,275.0,4.0,,0.0,0.0,4.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,352.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,7.0,1.0,6.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,352.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,7.0,1.0,1.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,352.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,7.0,0.0,6.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,352.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,7.0,0.0,1.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,352.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,1.0,1.0,6.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,352.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,1.0,1.0,1.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,352.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,1.0,0.0,6.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,352.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,1.0,0.0,1.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,304.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,7.0,1.0,6.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,304.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,7.0,1.0,1.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,304.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,7.0,0.0,6.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,304.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,7.0,0.0,1.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,304.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,1.0,1.0,6.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,304.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,1.0,1.0,1.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,304.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,1.0,0.0,6.0
Zach Johnson,175.9,168.6,162.6,166.2,-0.102,39.5,78.36,53.46,68.03,82.08,64.6,69.1,72.56,55.61,44.85,93.18,88.73,85.89,86.73,50.56,62.11,89.66,61.4,54.05,101000.0,"$777,727",1.0,"$777,727","101' 10""",163.94,223.0,270.9,315.6,2.4659999999999997,109.89,"22' 11""",62.76,285.9,5.7,63.4,11.9,17.11,304.0,11.67,1.493,2467.2,7.2,10.23,0.02,"2' 0""","10' 1""","14' 7""","74' 6""",29.99,1.6,28.8,3.77,21.04,1.54,2.05,1.0,3.03,3.99,4.68,33.0,70.388,230.0,1.0,2.0,1.0,0.0,1.0
Wes Roach,176.0,166.2,159.6,163.8,-0.037000000000000005,38.1,78.86,53.11,67.92,72.86,64.13,68.06,65.79,56.9,52.83,86.67,91.8,81.68,93.48,38.98,58.01,87.5,60.38,43.18,,"$267,966",2.0,"$267,966","107' 3""",165.49,200.0,272.4,310.6,2.4530000000000003,111.05,"22' 10""",62.61,290.5,6.8,63.84,12.1,14.66,369.0,11.4,1.501,2544.0,6.83,10.1,,"2' 3""","11' 1""",,"71' 9""",30.18,1.631,29.35,3.73,21.81,1.3,2.65,8.0,3.06,4.05,4.59,18.0,71.602,149.0,8.0,,1.0,10.0,4.0
Hank Lebioda,176.0,162.2,162.7,165.3,-0.07400000000000001,45.9,76.94,54.43,67.68,72.83,64.39,70.0,62.29,66.1,48.84,69.05,82.44,78.48,88.76,49.45,55.94,80.77,56.69,48.48,70000.0,"$436,840",1.0,"$436,840","96' 3""",169.63,210.0,277.9,312.8,2.474,112.32,"23' 11""",60.34,294.7,6.4,58.89,9.51,14.63,360.0,17.07,1.511,2528.3,6.69,10.38,0.02,"2' 5""","10' 0""","34' 2""","72' 8""",29.28,1.6469999999999998,29.65,3.6,20.81,1.19,2.84,8.0,3.03,4.06,4.66,20.0,71.578,198.0,8.0,,1.0,1.0,5.0
J.J. Spaun,176.2,160.5,162.8,165.3,-0.11,46.2,76.97,52.05,66.0,73.53,61.23,71.24,60.73,53.24,44.79,68.97,83.63,79.85,91.15,45.83,50.99,78.13,44.76,47.14,,"$232,472",,"$232,472","115' 2""",167.83,269.0,283.4,304.7,2.535,111.81,"24' 10""",57.83,297.4,5.8,58.98,12.56,13.02,354.0,17.51,1.501,2394.6,6.88,10.36,0.02,"2' 1""","9' 5""","19' 3""","71' 6""",31.15,1.621,29.17,3.81,21.55,1.13,3.02,4.0,3.06,4.09,4.63,20.0,72.066,221.0,4.0,,3.0,2.0,5.0
Shane Lowry,176.4,158.2,164.1,165.8,-0.10300000000000001,65.4,80.43,53.14,69.44,82.89,66.79,78.38,62.5,58.47,55.13,86.67,83.93,83.51,82.93,61.54,62.4,80.0,54.29,62.79,101000.0,"$781,326",1.0,"$781,326","98' 5""",172.74,91.0,282.9,334.6,2.465,114.76,"22' 9""",60.95,299.4,5.2,61.75,9.7,21.12,417.0,9.36,1.505,2317.0,6.64,10.36,,"2' 3""","9' 0""","5' 3""","67' 2""",28.42,1.653,29.75,3.66,20.71,1.37,2.36,3.0,3.09,4.01,4.56,23.0,70.265,161.0,3.0,,3.0,1.0,3.0
Bo Van Pelt,176.4,160.2,154.4,159.3,0.002,35.3,74.44,51.84,65.12,68.12,59.33,73.47,60.45,48.31,38.18,93.33,87.0,79.29,84.29,25.86,49.26,88.0,52.13,26.09,,"$50,838",,"$50,838","109' 2""",165.62,322.0,277.2,306.6,2.513,110.27,"23' 10""",59.23,291.7,4.0,60.7,11.77,15.12,366.0,14.42,1.5,2534.1,6.02,11.12,,"2' 5""","9' 0""",,"63' 11""",24.9,1.682,30.28,2.98,16.8,0.84,2.91,2.0,3.11,4.16,4.77,8.0,73.586,128.0,2.0,,3.0,4.0,4.0
