Player,Year,Rounds,Avg_Drive_Distance,GIR_Percentage,SG_Total,Scoring_Avg,Money,Wins,Tournaments_Won
KEN DUKE,2016.0,58.0,280.2,59.26,-0.734,71.88,773025.0,0,
KEVIN CHAPPELL,2016.0,93.0,296.3,66.37,0.77,70.501,4501050.0,0,
KEVIN KISNER,2016.0,97.0,289.0,65.19,0.548,70.489,3424354.0,1,RSM Classic
KEVIN NA,2016.0,96.0,279.6,66.73,0.627,70.298,3441291.0,0,
KEVIN STREELMAN,2016.0,82.0,289.1,69.17,0.064,71.054,1601177.0,0,
KYLE REIFERS,2016.0,115.0,287.3,67.62,0.148,70.965,1539578.0,0,
KYLE STANLEY,2016.0,92.0,288.1,67.17,0.141,70.986,580734.0,0,
LOUIS OOSTHUIZEN,2016.0,63.0,294.0,68.15,0.836,70.327,2422079.0,0,
LUCAS GLOVER,2016.0,75.0,298.3,71.63,0.572,70.534,948927.0,0,
LUKE DONALD,2016.0,81.0,282.9,64.61,0.378,70.918,1634515.0,0,
LUKE GUTHRIE,2016.0,57.0,289.3,63.13,-0.444,71.416,427442.0,0,
LUKE LIST,2016.0,79.0,306.9,67.17,0.436,70.754,751001.0,0,
MARC LEISHMAN,2016.0,89.0,295.0,65.31,0.51,70.554,1566824.0,0,
MARK HUBBARD,2016.0,101.0,280.2,63.52,-0.216,71.362,642942.0,0,
MARK WILSON,2016.0,66.0,274.7,64.96,-0.554,71.436,306866.0,0,
MARTIN LAIRD,2016.0,82.0,298.5,67.66,0.297,70.867,1224680.0,0,
MARTIN PILLER,2016.0,59.0,286.6,64.33,-0.4,71.813,570740.0,0,
MATT JONES,2016.0,83.0,294.8,63.96,-0.376,71.223,712723.0,0,
MATT KUCHAR,2016.0,100.0,285.8,67.82,1.314,69.844,3819678.0,0,
MICHAEL KIM,2016.0,100.0,284.3,62.96,-0.089,71.203,664539.0,0,
MICHAEL THOMPSON,2016.0,71.0,291.4,66.18,-0.072,71.204,521983.0,0,
MORGAN HOFFMANN,2016.0,71.0,294.4,63.27,-0.116,71.372,717890.0,0,
NICK TAYLOR,2016.0,83.0,296.2,65.82,-0.068,71.281,628756.0,0,
PADRAIG HARRINGTON,2016.0,54.0,289.6,62.96,-0.067,71.032,654929.0,0,
PATRICK REED,2016.0,105.0,297.4,64.65,1.026,70.17,5679575.0,1,The Barclays
PATRICK RODGERS,2016.0,89.0,300.5,69.22,0.311,70.833,1290336.0,0,
PATTON KIZZIRE,2016.0,93.0,291.3,64.48,0.382,70.921,1468624.0,0,
PAUL CASEY,2016.0,77.0,295.2,70.8,1.372,69.95,3885560.0,0,
PETER MALNATI,2016.0,85.0,279.7,62.09,-0.652,71.686,1298945.0,1,Sanderson Farms Championship
PHIL MICKELSON,2016.0,75.0,294.8,66.05,1.364,69.582,4022628.0,0,
RETIEF GOOSEN,2016.0,55.0,288.8,62.73,0.613,70.581,745735.0,0,
RHEIN GIBSON,2016.0,58.0,297.5,68.11,-0.708,72.086,155578.0,0,
RICKIE FOWLER,2016.0,80.0,301.6,69.26,1.378,70.118,2713563.0,0,
RICKY BARNES,2016.0,97.0,287.6,65.77,0.295,70.784,1158800.0,0,
ROB OPPENHEIM,2016.0,67.0,281.2,63.58,-0.322,71.435,462427.0,0,
ROBERT ALLENBY,2016.0,51.0,282.2,63.73,-1.95,73.117,25271.0,0,
ROBERT GARRIGUS,2016.0,69.0,303.3,69.32,0.632,70.848,1024900.0,0,
ROBERT STREB,2016.0,87.0,294.7,66.2,0.122,71.223,1003363.0,0,
ROBERTO CASTRO,2016.0,97.0,284.2,69.13,0.587,70.588,2520574.0,0,
ROD PAMPLING,2016.0,54.0,287.7,64.0,-0.426,71.607,142433.0,0,
RORY MCILROY,2016.0,69.0,306.8,69.62,1.681,69.646,5790585.0,2,"Deutsche Bank Championship, Tour Championship"
RORY SABBATINI,2016.0,57.0,287.6,64.3,-1.403,72.451,150236.0,0,
RUSSELL HENLEY,2016.0,76.0,295.6,68.27,0.56,70.558,1228347.0,0,
RUSSELL KNOX,2016.0,92.0,285.8,69.73,0.506,70.319,4885906.0,2,"WGC-HSBC Champions, Travelers Championship"
RYAN MOORE,2016.0,86.0,283.2,65.78,0.895,70.317,3701034.0,1,John Deere Classic
RYAN PALMER,2016.0,86.0,304.7,67.83,0.774,70.229,1794141.0,0,
SAM SAUNDERS,2016.0,69.0,291.8,64.36,-0.232,71.427,510079.0,0,
SCOTT BROWN,2016.0,88.0,292.5,65.03,0.143,71.098,1143452.0,0,
SCOTT LANGLEY,2016.0,65.0,285.7,63.93,-0.594,71.796,380025.0,0,
SCOTT PIERCY,2016.0,87.0,297.9,67.33,0.192,70.855,2905349.0,0,
SCOTT PINCKNEY,2016.0,87.0,296.8,69.02,-0.325,71.524,332533.0,0,
SCOTT STALLINGS,2016.0,74.0,295.5,66.11,0.158,70.966,697434.0,0,
SEAN O'HAIR,2016.0,89.0,302.2,67.17,0.371,70.677,1702713.0,0,
SERGIO GARCIA,2016.0,54.0,299.9,70.15,0.801,69.999,3242156.0,0,
SEUNG-YUL NOH,2016.0,85.0,295.3,64.54,0.026,71.061,661711.0,0,
SHANE LOWRY,2016.0,57.0,298.7,64.51,0.551,70.64,1585436.0,0,
SHAWN STEFANI,2016.0,91.0,292.1,66.48,-0.144,71.287,698102.0,0,
SI WOO KIM,2016.0,113.0,293.5,64.83,0.499,70.56,3086369.0,0,
SMYLIE KAUFMAN,2016.0,91.0,299.0,66.29,0.322,71.015,2508174.0,1,Shriners Hospitals for Children Open
SPENCER LEVIN,2016.0,104.0,281.3,66.33,0.238,70.927,1179882.0,0,
STEVE MARINO,2016.0,72.0,292.0,66.01,-0.458,71.467,768200.0,0,
STEVE STRICKER,2016.0,53.0,278.0,63.0,0.721,69.996,1418647.0,0,
STEVE WHEATCROFT,2016.0,85.0,286.2,61.93,-0.221,71.429,601164.0,0,
STEVEN BOWDITCH,2016.0,71.0,288.9,54.46,-3.209,74.262,458891.0,0,
STEWART CINK,2016.0,61.0,296.9,70.4,0.062,70.846,437855.0,0,
STUART APPLEBY,2016.0,71.0,282.7,61.43,0.176,70.95,500214.0,0,
SUNG KANG,2016.0,89.0,292.4,65.26,0.004,70.856,979576.0,0,
THOMAS AIKEN,2016.0,70.0,290.5,70.2,0.156,71.326,347686.0,0,
TIM WILKINSON,2016.0,72.0,279.3,64.71,0.561,70.704,708623.0,0,
TOM HOGE,2016.0,81.0,289.5,62.48,-0.323,71.444,561559.0,0,
TONY FINAU,2016.0,95.0,312.2,65.09,0.118,70.797,1814790.0,1,Puerto Rico Open
TROY MERRITT,2016.0,77.0,287.2,63.13,-0.364,71.674,922707.0,0,
TYLER ALDRIDGE,2016.0,83.0,285.2,65.54,-0.24,71.412,517738.0,0,
TYRONE VAN ASWEGEN,2016.0,105.0,288.0,64.81,-0.054,71.189,1025632.0,0,
VAUGHN TAYLOR,2016.0,72.0,287.0,64.43,0.033,71.028,1640750.0,1,AT&T Pebble Beach Pro-Am
VIJAY SINGH,2016.0,72.0,289.8,62.73,0.128,71.057,1210104.0,0,
WEBB SIMPSON,2016.0,70.0,286.3,67.14,0.667,70.359,1450355.0,0,
WES ROACH,2016.0,59.0,294.7,63.23,-0.316,71.7,342098.0,0,
WHEE KIM,2016.0,82.0,287.6,65.74,-0.209,71.472,682662.0,0,
WILL MACKENZIE,2016.0,84.0,285.6,66.39,-0.304,71.402,416033.0,0,
WILLIAM MCGIRT,2016.0,98.0,287.6,67.35,0.958,70.393,3614972.0,1,Memorial Tournament
WILLY WILCOX,2016.0,67.0,292.9,63.42,-0.089,71.055,676841.0,0,
ZAC BLAIR,2016.0,99.0,275.3,62.34,-0.37,71.49,903459.0,0,
ZACH JOHNSON,2016.0,90.0,280.1,64.53,0.609,70.364,1718703.0,0,
Ã?NGEL CABRERA,2016.0,62.0,294.6,63.08,-1.061,72.175,277118.0,0,
ÃÂNGEL CABRERA,2016.0,62.0,294.6,63.08,-1.061,72.175,277118.0,0,
AARON BADDELEY,2017.0,61.0,292.6,62.57,-0.172,71.483,755356.0,0,
ADAM HADWIN,2017.0,98.0,290.7,64.89,0.64,70.583,3455012.0,1,Valspar Championship
ADAM SCOTT,2017.0,58.0,306.1,66.87,1.066,69.996,1695144.0,0,
ALEX CEJKA,2017.0,85.0,282.1,66.45,-0.452,71.461,618171.0,0,
ANDRES GONZALES,2017.0,73.0,299.2,67.71,0.02,71.112,422078.0,0,
ANDREW LOUPE,2017.0,55.0,311.3,59.83,-1.416,72.803,273070.0,0,
ANIRBAN LAHIRI,2017.0,72.0,297.0,63.43,-0.186,70.799,1944289.0,0,
BEN CRANE,2017.0,86.0,278.5,65.68,-0.223,71.091,618483.0,0,
BEN MARTIN,2017.0,86.0,291.7,66.6,0.163,70.954,850319.0,0,
BILL HAAS,2017.0,92.0,292.3,67.28,0.763,70.011,2842173.0,0,
BILLY HORSCHEL,2017.0,88.0,299.5,68.19,0.138,70.832,2697960.0,1,AT&T Byron Nelson
BILLY HURLEY III,2017.0,80.0,276.9,63.61,0.11,71.176,719579.0,0,
BLAYNE BARBER,2017.0,77.0,291.2,67.61,0.013,71.163,823082.0,0,
BOO WEEKLEY,2017.0,75.0,289.9,68.65,-0.323,71.476,416929.0,0,
BRAD FRITSCH,2017.0,56.0,288.3,64.21,-0.719,71.855,166440.0,0,
BRANDEN GRACE,2017.0,70.0,290.6,66.2,0.283,70.862,1315054.0,0,
BRANDON HAGY,2017.0,85.0,312.7,64.5,0.293,70.875,861227.0,0,
BRANDT SNEDEKER,2017.0,53.0,280.8,66.06,0.862,70.055,1625806.0,0,
BRENDAN STEELE,2017.0,89.0,299.9,67.29,0.77,70.503,2907095.0,1,Safeway Open
BRETT DREWITT,2017.0,57.0,286.4,64.78,-1.035,72.13,184388.0,0,
BRETT STEGMAIER,2017.0,78.0,288.7,66.74,-1.265,72.115,271031.0,0,
BRIAN CAMPBELL,2017.0,55.0,296.0,63.29,-0.428,71.924,237537.0,0,
BRIAN GAY,2017.0,82.0,278.7,63.53,0.282,70.585,942372.0,0,
BRIAN HARMAN,2017.0,104.0,289.6,63.19,0.581,70.402,4396470.0,1,Wells Fargo Championship
BRIAN STUARD,2017.0,93.0,272.3,63.59,-0.343,71.72,588806.0,0,
BROOKS KOEPKA,2017.0,88.0,310.5,62.28,0.954,69.847,5612397.0,1,U.S. Open
BRYCE MOLDER,2017.0,74.0,277.0,61.79,-0.846,71.817,216892.0,0,
BRYSON DECHAMBEAU,2017.0,91.0,299.1,65.77,0.243,70.866,1817054.0,1,John Deere Classic
BUBBA WATSON,2017.0,71.0,305.6,63.02,0.116,71.175,1223129.0,0,
BUD CAULEY,2017.0,92.0,296.0,67.38,0.561,70.432,1553685.0,0,
BYEONG HUN AN,2017.0,77.0,299.9,64.52,0.617,70.887,1236090.0,0,
C.T. PAN,2017.0,88.0,287.1,67.53,-0.084,71.109,1267649.0,0,
CAMERON PERCY,2017.0,71.0,292.5,69.91,-0.082,71.03,623694.0,0,
CAMERON SMITH,2017.0,86.0,292.6,63.14,0.502,70.909,2123216.0,0,
CAMERON TRINGALE,2017.0,89.0,280.9,64.39,-0.14,71.343,792814.0,0,
CAMILO VILLEGAS,2017.0,76.0,288.7,61.88,0.218,70.881,971420.0,0,
CARL PETTERSSON,2017.0,63.0,280.2,57.91,-1.283,72.419,164621.0,0,
CHAD CAMPBELL,2017.0,97.0,285.6,69.07,0.405,70.509,1329941.0,0,
CHAD COLLINS,2017.0,66.0,281.4,60.93,-0.454,71.77,693743.0,0,
CHARL SCHWARTZEL,2017.0,63.0,298.4,61.69,0.803,70.211,2156036.0,0,
CHARLES HOWELL III,2017.0,86.0,296.9,67.01,0.492,70.371,2606383.0,0,
CHARLEY HOFFMAN,2017.0,112.0,298.3,66.13,0.78,70.351,4161008.0,0,
CHEZ REAVIE,2017.0,98.0,284.8,66.91,0.762,70.244,1819207.0,0,
CHRIS KIRK,2017.0,89.0,287.0,66.73,-0.228,71.255,1216047.0,0,
CHRIS STROUD,2017.0,67.0,286.8,66.2,0.013,70.815,1308445.0,1,Barracuda Championship
CODY GRIBBLE,2017.0,79.0,297.2,62.7,-0.524,71.581,1305554.0,1,Sanderson Farms Championship
D.A. POINTS,2017.0,68.0,278.1,66.83,-0.406,71.315,893700.0,0,
DANIEL BERGER,2017.0,91.0,296.5,66.93,1.032,70.121,4287161.0,1,FedEx St. Jude Classic
DANIEL SUMMERHAYS,2017.0,100.0,286.9,63.02,0.146,71.197,826124.0,0,
DANNY LEE,2017.0,93.0,291.1,66.1,0.325,70.86,1611331.0,0,
DAVID HEARN,2017.0,93.0,281.0,64.71,-0.096,71.107,800710.0,0,
DAVID LINGMERTH,2017.0,79.0,289.8,62.83,0.373,70.755,1070754.0,0,
DEREK FATHAUER,2017.0,81.0,286.5,62.81,-0.647,71.568,898491.0,0,
DOMINIC BOZZELLI,2017.0,69.0,294.4,61.97,-0.449,71.49,868519.0,0,
DUSTIN JOHNSON,2017.0,77.0,314.4,69.61,1.972,69.549,8732193.0,4,"Genesis Open, WGC-Mexico Championship, WGC-Dell Technologies Match Play, The Northern Trust"
EMILIANO GRILLO,2017.0,90.0,293.0,67.06,0.455,70.798,1567015.0,0,
ERNIE ELS,2017.0,52.0,283.6,56.6,-0.685,72.179,155926.0,0,
FABIÃÂ¡N GÃÂ³MEZ,2017.0,61.0,285.1,64.69,-0.407,71.61,332352.0,0,
FRANCESCO MOLINARI,2017.0,75.0,291.9,67.22,1.418,69.802,2875850.0,0,
GARY WOODLAND,2017.0,94.0,306.9,69.35,0.692,70.482,2980225.0,0,
GEOFF OGILVY,2017.0,80.0,286.5,65.51,-0.152,71.056,867249.0,0,
GONZALO FERNANDEZ-CASTAÃÂ±O,2017.0,63.0,292.1,62.2,-0.078,71.484,258162.0,0,
GRAEME MCDOWELL,2017.0,56.0,279.0,62.55,0.572,70.629,639770.0,0,
GRAHAM DELAET,2017.0,82.0,301.1,68.57,0.768,70.376,1603666.0,0,
GRAYSON MURRAY,2017.0,94.0,308.2,63.95,0.064,71.064,1468728.0,1,Barbasol Championship
GREG CHALMERS,2017.0,75.0,278.0,59.86,-0.533,71.758,344631.0,0,
HAROLD VARNER III,2017.0,101.0,302.4,67.68,0.109,70.966,918779.0,0,
HARRIS ENGLISH,2017.0,84.0,301.2,63.73,0.017,70.848,864959.0,0,
HIDEKI MATSUYAMA,2017.0,83.0,302.9,69.14,1.058,69.624,8380570.0,3,"WGC-HSBC Champions, Waste Management Phoenix Open, WGC-Bridgestone Invitational"
HUDSON SWAFFORD,2017.0,94.0,305.1,68.21,0.314,70.618,2246090.0,1,CareerBuilder Challenge
HUNTER MAHAN,2017.0,73.0,294.5,64.55,-0.568,71.811,277235.0,0,
IAN POULTER,2017.0,72.0,283.5,64.46,0.936,70.045,2098346.0,0,
J.B. HOLMES,2017.0,83.0,306.4,62.19,0.521,70.66,1353584.0,0,
J.J. HENRY,2017.0,92.0,294.1,69.44,-0.172,71.164,734874.0,0,
J.J. SPAUN,2017.0,92.0,291.5,67.12,-0.072,70.999,1122611.0,0,
J.T. POSTON,2017.0,95.0,294.8,65.69,0.079,70.982,662565.0,0,
JAMES HAHN,2017.0,96.0,293.9,66.09,0.26,70.925,1841314.0,0,
JAMIE LOVEMARK,2017.0,98.0,304.5,65.94,0.709,70.391,1886972.0,0,
JASON BOHN,2017.0,75.0,275.9,63.15,-1.141,72.133,165910.0,0,
JASON DAY,2017.0,71.0,306.3,63.98,1.109,70.115,2978181.0,0,
JASON DUFNER,2017.0,89.0,294.5,67.15,0.734,70.259,3310341.0,1,Memorial Tournament
JASON KOKRAK,2017.0,95.0,305.7,66.97,0.073,70.961,1173708.0,0,
JHONATTAN VEGAS,2017.0,95.0,300.8,65.91,0.174,71.054,2944738.0,1,RBC Canadian Open
JIM FURYK,2017.0,54.0,270.1,65.72,-0.023,71.071,558097.0,0,
JIM HERMAN,2017.0,77.0,292.5,68.07,0.368,70.931,1205632.0,0,
JIMMY WALKER,2017.0,68.0,295.7,63.75,0.355,71.155,1101162.0,0,
JOHN HUH,2017.0,92.0,287.1,65.78,0.099,70.851,767575.0,0,
JOHNSON WAGNER,2017.0,71.0,288.1,66.93,-0.336,71.429,685306.0,0,
JON RAHM,2017.0,90.0,305.8,68.79,1.871,69.561,6123248.0,1,Farmers Insurance Open
JONAS BLIXT,2017.0,74.0,288.8,61.51,-0.341,71.283,1408288.0,0,
JONATHAN RANDOLPH,2017.0,68.0,287.2,62.71,-0.506,71.642,511032.0,0,
JORDAN SPIETH,2017.0,85.0,295.0,69.97,1.988,68.846,9433033.0,3,"AT&T Pebble Beach Pro-Am, Travelers Championship, The Open Championship"
JULIÃÂ¡N ETULAIN,2017.0,68.0,293.5,66.75,-0.307,71.338,448214.0,0,
JUSTIN ROSE,2017.0,66.0,300.4,68.19,1.268,69.699,4245308.0,0,
JUSTIN THOMAS,2017.0,86.0,309.3,67.33,1.724,69.359,9921560.0,5,"CIMB Classic, SBS Tournament of Champions, Sony Open in Hawaii, PGA Championship, Dell Technologies Championship"
K.J. CHOI,2017.0,72.0,282.2,63.05,-0.264,71.618,292716.0,0,
KEEGAN BRADLEY,2017.0,104.0,299.4,68.93,0.629,70.437,1940478.0,0,
KELLY KRAFT,2017.0,75.0,291.9,63.15,-0.681,71.491,1638045.0,0,
KEN DUKE,2017.0,77.0,274.2,63.69,-0.887,72.078,225907.0,0,
KEVIN CHAPPELL,2017.0,95.0,304.7,65.05,0.459,70.779,3149615.0,1,Valero Texas Open
KEVIN KISNER,2017.0,105.0,288.7,66.43,1.148,70.294,4766936.0,1,Dean & DeLuca Invitational
KEVIN NA,2017.0,86.0,283.6,65.46,0.755,70.399,1728351.0,0,
KEVIN STREELMAN,2017.0,90.0,294.0,66.67,0.169,70.873,1313327.0,0,
KEVIN TWAY,2017.0,96.0,309.2,64.71,0.433,70.868,1472613.0,0,
KYLE REIFERS,2017.0,96.0,286.1,65.97,-0.418,71.587,454570.0,0,
KYLE STANLEY,2017.0,104.0,296.5,70.39,0.951,69.989,3402106.0,1,Quicken Loans National
LOUIS OOSTHUIZEN,2017.0,69.0,295.2,65.13,1.179,70.22,3105422.0,0,
LUCAS GLOVER,2017.0,93.0,298.1,70.08,0.933,70.139,1955822.0,0,
LUKE DONALD,2017.0,50.0,278.5,61.92,0.047,70.831,958850.0,0,
LUKE LIST,2017.0,102.0,311.5,69.1,0.691,70.428,1813219.0,0,
MACKENZIE HUGHES,2017.0,106.0,294.3,64.74,0.172,71.044,2355553.0,1,RSM Classic
MARC LEISHMAN,2017.0,94.0,298.1,67.38,1.424,69.468,5866391.0,2,"Arnold Palmer Invitational, BMW Championship"
MARK ANDERSON,2017.0,54.0,283.8,65.6,-0.325,71.5,188806.0,0,
MARK HUBBARD,2017.0,81.0,282.7,65.39,-0.702,71.871,267968.0,0,
MARTIN FLORES,2017.0,88.0,300.6,70.64,-0.015,70.885,830057.0,0,
MARTIN LAIRD,2017.0,83.0,296.1,65.61,0.811,70.45,1759706.0,0,
MATT EVERY,2017.0,76.0,297.7,60.16,-1.454,72.671,351412.0,0,
MATT JONES,2017.0,64.0,302.6,63.1,0.278,70.719,510622.0,0,
MATT KUCHAR,2017.0,95.0,285.1,66.6,1.106,69.806,4282489.0,0,
MICHAEL KIM,2017.0,94.0,289.6,65.68,0.247,70.707,1018204.0,0,
MICHAEL THOMPSON,2017.0,60.0,284.8,63.69,-0.173,71.207,568991.0,0,
MIGUEL ANGEL CARBALLO,2017.0,63.0,288.1,64.91,-1.358,72.363,186623.0,0,
MORGAN HOFFMANN,2017.0,92.0,293.9,63.57,-0.06,71.107,1278568.0,0,
NICHOLAS LINDHEIM,2017.0,58.0,287.1,65.67,-1.285,72.205,175107.0,0,
NICK TAYLOR,2017.0,97.0,291.6,66.14,0.151,70.817,1255259.0,0,
NICK WATNEY,2017.0,75.0,300.9,66.43,0.171,70.685,824162.0,0,
OLLIE SCHNIEDERJANS,2017.0,92.0,300.7,66.03,0.383,70.704,1935669.0,0,
PAT PEREZ,2017.0,93.0,290.6,66.04,0.877,70.25,4361400.0,1,OHL Classic at Mayakoba
PATRICK CANTLAY,2017.0,52.0,298.9,69.21,1.269,69.971,2049632.0,0,
PATRICK REED,2017.0,107.0,295.3,62.09,0.893,70.453,3055111.0,0,
PATRICK RODGERS,2017.0,76.0,306.3,65.84,-0.716,71.432,1346322.0,0,
PATTON KIZZIRE,2017.0,84.0,293.0,63.52,-0.578,71.598,1110395.0,0,
PAUL CASEY,2017.0,94.0,297.0,69.96,1.537,69.469,3906974.0,0,
PETER MALNATI,2017.0,91.0,282.3,62.48,-0.184,71.399,358541.0,0,
PHIL MICKELSON,2017.0,85.0,293.5,62.85,1.048,70.168,2102599.0,0,
RAFA CABRERA BELLO,2017.0,63.0,291.0,62.6,0.101,70.693,1934675.0,0,
RETIEF GOOSEN,2017.0,52.0,291.8,63.89,-0.39,71.425,414363.0,0,
RICHY WERENSKI,2017.0,81.0,291.2,67.42,-0.223,71.171,890262.0,0,
RICK LAMB,2017.0,54.0,298.0,66.89,-0.824,71.978,524372.0,0,
RICKIE FOWLER,2017.0,78.0,300.5,66.98,1.875,69.083,6083197.0,1,The Honda Classic
RICKY BARNES,2017.0,100.0,284.9,63.53,-0.027,71.221,697624.0,0,
ROBERT GARRIGUS,2017.0,78.0,300.7,69.52,0.253,70.712,880905.0,0,
ROBERT STREB,2017.0,98.0,294.3,65.19,0.078,70.7,1588287.0,0,
ROBERTO CASTRO,2017.0,70.0,280.2,63.89,-0.479,71.808,367362.0,0,
ROD PAMPLING,2017.0,71.0,287.8,64.01,-0.677,71.861,1539422.0,1,Shriners Hospitals for Children Open
RORY MCILROY,2017.0,51.0,316.7,65.94,1.212,69.529,2430182.0,0,
RORY SABBATINI,2017.0,71.0,291.6,67.35,0.125,70.883,741617.0,0,
RUSSELL HENLEY,2017.0,99.0,297.6,67.32,0.917,70.027,3413876.0,1,Shell Houston Open
RUSSELL KNOX,2017.0,75.0,288.0,66.58,-0.144,70.765,1643924.0,0,
RYAN ARMOUR,2017.0,63.0,278.8,69.96,0.107,70.965,443006.0,0,
RYAN BLAUM,2017.0,100.0,284.1,65.28,0.047,70.866,962768.0,0,
RYAN BREHM,2017.0,83.0,310.5,67.5,-0.16,71.178,396258.0,0,
RYAN MOORE,2017.0,82.0,288.0,65.05,0.301,70.741,1751851.0,0,
RYAN PALMER,2017.0,61.0,303.1,65.9,-0.127,71.116,772560.0,0,
RYO ISHIKAWA,2017.0,56.0,288.8,63.29,-1.132,71.99,319748.0,0,
SAM SAUNDERS,2017.0,76.0,293.6,65.24,0.071,70.921,678117.0,0,
SCOTT BROWN,2017.0,95.0,289.0,64.35,-0.068,70.932,1748324.0,0,
SCOTT PIERCY,2017.0,70.0,295.1,66.84,-0.214,71.235,1317452.0,0,
SCOTT STALLINGS,2017.0,81.0,297.6,67.89,0.02,70.811,955337.0,0,
SEAMUS POWER,2017.0,86.0,298.1,65.63,0.538,70.543,646180.0,0,
SEAN O'HAIR,2017.0,84.0,297.2,66.19,0.422,70.801,1873856.0,0,
SEBASTIÃÂ¡N MUÃÂ±OZ,2017.0,51.0,296.0,63.15,0.169,71.263,563900.0,0,
SERGIO GARCIA,2017.0,65.0,300.9,69.73,0.941,69.596,3522476.0,0,
SEUNG-YUL NOH,2017.0,91.0,298.5,65.58,0.186,70.955,1080706.0,0,
SHANE LOWRY,2017.0,52.0,295.1,67.53,1.088,70.667,831411.0,0,
SHAWN STEFANI,2017.0,72.0,294.0,67.48,-0.043,70.983,404377.0,0,
SI WOO KIM,2017.0,80.0,288.4,58.84,-1.222,72.253,2681177.0,0,
SMYLIE KAUFMAN,2017.0,76.0,304.8,65.26,-0.177,71.432,784758.0,0,
SPENCER LEVIN,2017.0,89.0,279.0,65.56,-0.4,71.516,469730.0,0,
STEVE WHEATCROFT,2017.0,51.0,280.5,60.99,-0.162,71.577,309518.0,0,
STEVEN ALKER,2017.0,69.0,276.9,65.17,-0.412,71.638,218681.0,0,
STEVEN BOWDITCH,2017.0,59.0,287.3,53.54,-2.889,74.4,24650.0,0,
STEWART CINK,2017.0,93.0,295.8,68.54,1.043,70.213,1463922.0,0,
SUNG KANG,2017.0,104.0,296.4,66.07,0.478,70.496,1943309.0,0,
SÃÂ¸REN KJELDSEN,2017.0,58.0,273.6,62.02,-0.182,71.39,722913.0,0,
TAG RIDINGS,2017.0,67.0,301.6,65.91,0.03,71.176,489927.0,0,
TIM WILKINSON,2017.0,64.0,279.5,63.98,-0.053,70.95,411459.0,0,
TOM HOGE,2017.0,54.0,285.1,66.06,-0.274,71.326,373092.0,0,
TONY FINAU,2017.0,106.0,309.2,68.96,1.147,69.987,2838629.0,0,
TREY MULLINAX,2017.0,88.0,308.8,66.24,-0.184,71.027,758141.0,0,
TROY MERRITT,2017.0,82.0,289.8,64.71,-0.146,71.398,569682.0,0,
TYRONE VAN ASWEGEN,2017.0,105.0,287.2,66.38,-0.217,71.181,806410.0,0,
VAUGHN TAYLOR,2017.0,90.0,282.4,66.67,0.106,71.044,797385.0,0,
WEBB SIMPSON,2017.0,102.0,286.2,65.26,0.945,70.018,3209646.0,0,
WESLEY BRYAN,2017.0,95.0,279.6,60.92,0.167,71.062,2495751.0,1,RBC Heritage
WHEE KIM,2017.0,74.0,289.4,62.09,-0.232,70.964,1125368.0,0,
WILLIAM MCGIRT,2017.0,89.0,284.8,67.23,-0.067,71.151,1225005.0,0,
XANDER SCHAUFFELE,2017.0,96.0,306.3,67.74,0.724,70.163,4312674.0,2,"Greenbrier Classic, Tour Championship"
ZAC BLAIR,2017.0,105.0,272.7,64.7,-0.044,71.007,788352.0,0,
ZACH JOHNSON,2017.0,81.0,286.8,64.16,0.584,70.393,2362968.0,0,
AARON BADDELEY,2018.0,84.0,295.3,63.39,0.309,70.85,725928.0,0,
AARON WISE,2018.0,90.0,302.9,68.81,0.703,70.247,3486407.0,1,AT&T Byron Nelson
ABRAHAM ANCER,2018.0,98.0,296.1,66.49,0.32,70.65899999999999,1676695.0,0,
ADAM HADWIN,2018.0,92.0,289.4,68.04,0.596,70.75,1932488.0,0,
ADAM SCHENK,2018.0,86.0,305.5,67.92,-0.15,71.37,474923.0,0,
ADAM SCOTT,2018.0,78.0,304.6,70.66,0.779,70.42,2237641.0,0,
ALEX CEJKA,2018.0,77.0,286.7,63.77,0.312,70.675,1198541.0,0,
ALEX NOREN,2018.0,67.0,299.2,64.91,1.044,69.973,2699150.0,0,
ANDREW LANDRY,2018.0,82.0,291.1,65.63,-0.039,71.059,2642179.0,1,Valero Texas Open
ANDREW PUTNAM,2018.0,97.0,293.8,70.47,0.472,70.579,2387382.0,1,Barracuda Championship
ANDREW YUN,2018.0,51.0,290.6,61.85,-1.936,73.624,41566.0,0,
ANIRBAN LAHIRI,2018.0,82.0,294.0,64.7,0.104,70.66,1441205.0,0,
AUSTIN COOK,2018.0,107.0,292.3,66.51,0.569,70.469,2448920.0,1,RSM Classic
BEAU HOSSLER,2018.0,104.0,300.0,67.95,0.584,70.574,2449707.0,0,
BEN CRANE,2018.0,65.0,281.1,64.88,0.176,71.097,620646.0,0,
BEN MARTIN,2018.0,64.0,289.6,63.98,-0.001,70.97399999999999,532936.0,0,
BEN SILVERMAN,2018.0,90.0,290.2,64.95,-0.206,71.281,793140.0,0,
BILL HAAS,2018.0,76.0,296.2,64.79,0.079,71.028,638414.0,0,
BILLY HORSCHEL,2018.0,86.0,295.4,71.75,1.112,70.154,4315200.0,0,
BILLY HURLEY III,2018.0,70.0,284.0,63.02,-0.7020000000000001,71.715,145725.0,0,
BLAYNE BARBER,2018.0,69.0,294.7,69.98,-0.0409999999999999,70.835,398137.0,0,
